Category,language_code,ISO_639,Num_Words,Num_Sources,Num_Sections,Num_Images,Page_Views,Edits_30_Days,Num_Links_to_Wikipedia,URL,Original_Topic,date,language
Biodiversity Conservation,tr,tur,197,3,4,1,109,0,8,https://tr.wikipedia.org/wiki/D%C3%BCnya_Biyosfer_Rezervleri_A%C4%9F%C4%B1,World_Network_of_Biosphere_Reserves,28/5/2020,Turkish
Public Health,trv,trv,6,0,1,2,43,0,2,https://trv.wikipedia.org/wiki/COVID-19,COVID-19,30/5/2021,Seediq
Public Health,ts,tso,538,18,5,1,192,1,17,https://ts.wikipedia.org/wiki/Vuvabyi_bya_Khorona_bya_2019,COVID-19,23/12/2020,Tsonga
Biodiversity Conservation,tt,tat,492,34,4,5,15,0,31,https://tt.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D1%82%D3%A9%D1%80%D0%BB%D0%B5%D0%BB%D0%B5%D0%BA,Biodiversity,8/8/2015,Tatar
Climate Change,tt,tat,1489,10,12,17,33,0,84,https://tt.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C_%D2%97%D1%8B%D0%BB%D1%8B%D0%BD%D1%83,Climate_change,24/3/2013,Tatar
Public Health,tt,tat,139,78,6,5,58,0,39,https://tt.wikipedia.org/wiki/COVID-19_%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81_%D0%B0%D0%B2%D1%8B%D1%80%D1%83%D1%8B,COVID-19,5/4/2020,Tatar
Biodiversity Conservation,tt,tat,277,0,7,11,11,0,33,https://tt.wikipedia.org/wiki/%D0%AE%D0%BA%D0%BA%D0%B0_%D1%87%D1%8B%D0%B3%D1%8B%D0%BF_%D0%B1%D0%B0%D1%80%D1%83%D1%87%D1%8B_%D1%82%D3%A9%D1%80%D0%BB%D3%99%D1%80,Endangered_species,12/5/2013,Tatar
Biodiversity Conservation,tt,tat,79,1,5,6,14,0,17,https://tt.wikipedia.org/wiki/%D0%AE%D0%BA%D0%BA%D0%B0_%D1%87%D1%8B%D0%B3%D1%83,Extinction,13/5/2016,Tatar
Public Health,tt,tat,141,1,2,1,12,0,3,https://tt.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D0%B0_%D0%B8%D0%BC%D0%B8%D0%BD%D0%B8%D1%8F%D1%82%D0%B5,Health_insurance,22/6/2018,Tatar
Biodiversity Conservation,tt,tat,36,0,2,15,9,0,21,https://tt.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B1%D0%B8%D0%B3%D1%8B%D0%B9_%D0%BC%D0%B8%D1%80%D0%B0%D1%81,Natural_heritage,29/9/2015,Tatar
Biodiversity Conservation,tt,tat,35,1,1,4,17,0,14,https://tt.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BB%D1%8B%D0%BA_%D1%81%D3%99%D0%BB%D0%B0%D0%BC%D3%99%D1%82%D0%BB%D0%B5%D0%BB%D0%B5%D0%B3%D0%B5,Public_health,31/3/2012,Tatar
Public Health,tt,tat,19,24,1,17,24,0,38,https://tt.wikipedia.org/wiki/%D0%91%D3%A9%D1%82%D0%B5%D0%BD%D0%B4%D3%A9%D0%BD%D1%8C%D1%8F_%D1%81%D3%99%D0%BB%D0%B0%D0%BC%D3%99%D1%82%D0%BB%D0%B5%D0%BA_%D0%BE%D0%B5%D1%88%D0%BC%D0%B0%D1%81%D1%8B,World_Health_Organization,31/3/2012,Tatar
Public Health,tum,tum,172,2,4,0,51,1,12,https://tum.wikipedia.org/wiki/Covid-19,COVID-19,27/1/2022,Tumbuka
Public Health,ug,uig,214,0,2,3,34,0,5,https://ug.wikipedia.org/wiki/%D9%8A%DB%90%DA%AD%D9%89_%D8%AA%D9%89%D9%BE%D8%AA%D9%89%D9%83%D9%89_%D8%AA%D8%A7%D8%AC%D8%B3%D9%89%D9%85%D8%A7%D9%86_%DB%8B%D9%89%D8%B1%DB%87%D8%B3_%D9%83%DB%90%D8%B3%D9%89%D9%84%D9%89(%D9%83%D9%88%DB%8B%D9%89%D8%AF-19_%D9%83%DB%90%D8%B3%D9%89%D9%84%D9%89),COVID-19,21/3/2020,Uyghur
Public Health,ug,uig,38,0,1,1,10,0,16,https://ug.wikipedia.org/wiki/%D9%83%D9%88%DB%8B%D9%89%D8%AF-19_%D8%BA%D8%A7_%D8%A6%D8%A7%D8%A6%D9%89%D8%AA_%D9%82%D8%A7%D9%85%D8%A7%D9%84_%DB%8B%DB%95_%D9%82%D9%88%D8%B1%D8%B4%D8%A7%DB%8B_(%D9%8A%DB%90%DA%AD%D9%89_%D8%AA%D9%89%D9%BE%D9%89%D8%AA%D9%83%D9%89_%D8%AA%D8%A7%D8%AC%D9%89%D8%B3%D9%89%D9%85%D8%A7%D9%86_%DB%8B%D9%89%D8%B1%DB%87%D8%B3),COVID-19_lockdowns,29/3/2020,Uyghur
Public Health,ug,uig,451,0,8,1,15,0,3,https://ug.wikipedia.org/wiki/%D8%B2%D9%89%D9%8A%D8%A7%D9%86_%D8%A6%D8%A7%D8%B2%D8%A7%D9%8A%D8%AA%D9%89%D8%B4_%D8%B3%D9%89%D9%8A%D8%A7%D8%B3%D9%89%D8%AA%D9%89,Harm_reduction,10/8/2020,Uyghur
Public Health,ug,uig,768,0,7,4,28,0,11,https://ug.wikipedia.org/wiki/%D8%AF%DB%87%D9%86%D9%8A%D8%A7_%D8%B3%DB%95%DA%BE%D9%89%D9%8A%DB%95_%D8%AA%DB%95%D8%B4%D9%83%D9%89%D9%84%D8%A7%D8%AA%D9%89,World_Health_Organization,23/3/2020,Uyghur
Biodiversity Conservation,uk,ukr,600,19,9,3,17,0,29,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D1%96%D1%8F_%D0%9E%D0%9E%D0%9D_%D0%B7_%D0%B1%D1%96%D0%BE%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F_2022_%D1%80%D0%BE%D0%BA%D1%83,2022_United_Nations_Biodiversity_Conference,5/5/2023,Ukrainian
Climate Change,uk,ukr,792,47,13,6,10,0,55,https://uk.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BF%D1%82%D0%BE%D0%B2%D0%B0_%D0%B7%D0%BC%D1%96%D0%BD%D0%B0_%D0%BA%D0%BB%D1%96%D0%BC%D0%B0%D1%82%D1%83,Abrupt_climate_change,17/6/2021,Ukrainian
Biodiversity Conservation,uk,ukr,251,2,8,3,17,0,25,https://uk.wikipedia.org/wiki/%D0%A7%D0%B8%D1%81%D0%B5%D0%BB%D1%8C%D0%BD%D1%96%D1%81%D1%82%D1%8C_%D0%BF%D0%BE%D0%BF%D1%83%D0%BB%D1%8F%D1%86%D1%96%D1%97,Abundance_(ecology),11/7/2013,Ukrainian
Biodiversity Conservation,uk,ukr,52,0,1,1,25,0,12,https://uk.wikipedia.org/wiki/%D0%90%D0%B4%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%B2%D0%BD%D1%96_%D0%B2%D0%B8%D0%B4%D0%B8_%D1%80%D0%BE%D1%81%D0%BB%D0%B8%D0%BD,Adventive_plant,8/12/2011,Ukrainian
Biodiversity Conservation,uk,ukr,133,8,9,4,58,1,153,https://uk.wikipedia.org/wiki/%D0%90%D0%B3%D1%80%D0%BE%D0%B5%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%8F,Agroecology,23/1/2010,Ukrainian
Biodiversity Conservation,uk,ukr,213,3,3,0,6,0,15,https://uk.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D1%84%D0%B0-%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D0%BD%D1%96%D1%81%D1%82%D1%8C,Alpha_diversity,28/12/2014,Ukrainian
Public Health,uk,ukr,435,11,7,0,25,0,15,https://uk.wikipedia.org/wiki/%D0%97%D0%BC%D1%96%D0%BD%D0%B0_%D0%BF%D0%BE%D0%B2%D0%B5%D0%B4%D1%96%D0%BD%D0%BA%D0%B8_(%D0%B3%D1%80%D0%BE%D0%BC%D0%B0%D0%B4%D1%81%D1%8C%D0%BA%D0%B5_%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%27%D1%8F),Behavior_change_(public_health),19/11/2016,Ukrainian
Biodiversity Conservation,uk,ukr,1542,4,16,5,153,0,188,https://uk.wikipedia.org/wiki/%D0%91%D1%96%D0%BE%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F,Biodiversity,26/12/2005,Ukrainian
Biodiversity Conservation,uk,ukr,198,3,9,2,11,0,17,https://uk.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B0%D0%BD_%D0%B4%D1%96%D0%B9_%D0%B2_%D1%81%D0%BE%D0%B7%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%97,Biodiversity_action_plan,28/2/2012,Ukrainian
Biodiversity Conservation,uk,ukr,419,16,8,2,9,0,57,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D1%80%D1%8F%D1%87%D0%B0_%D1%82%D0%BE%D1%87%D0%BA%D0%B0_%D0%B1%D1%96%D0%BE%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F,Biodiversity_hotspot,18/6/2021,Ukrainian
Biodiversity Conservation,uk,ukr,5418,126,23,8,55,0,133,https://uk.wikipedia.org/wiki/%D0%92%D1%82%D1%80%D0%B0%D1%82%D0%B0_%D0%B1%D1%96%D0%BE%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F,Biodiversity_loss,15/5/2022,Ukrainian
Biodiversity Conservation,uk,ukr,266,5,3,0,27,0,20,https://uk.wikipedia.org/wiki/%D0%91%D1%96%D0%BE%D1%84%D1%96%D0%BB%D1%96%D1%8F,Biophilia_hypothesis,31/8/2013,Ukrainian
Biodiversity Conservation,uk,ukr,675,0,10,1,8,0,9,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BE%D1%80%D0%B4%D0%B8%D0%BD%D0%B0%D1%86%D1%96%D0%B9%D0%BD%D0%B8%D0%B9_%D1%86%D0%B5%D0%BD%D1%82%D1%80_%D0%B1%D1%96%D0%BE%D0%B1%D0%B5%D0%B7%D0%BF%D0%B5%D0%BA%D0%B8,Biosafety_Clearing-House,10/5/2023,Ukrainian
Biodiversity Conservation,uk,ukr,122,0,2,1,658,1,6,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D1%84%D0%B5%D1%80%D0%BD%D0%B0_%D0%B7%D0%BE%D0%BD%D0%B0,Buffer_zone,12/11/2009,Ukrainian
Biodiversity Conservation,uk,ukr,1615,8,16,2,157,0,26,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%D1%85%D0%B5%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%BF%D1%80%D0%BE%D1%82%D0%BE%D0%BA%D0%BE%D0%BB_%D0%BF%D1%80%D0%BE_%D0%B1%D1%96%D0%BE%D0%B1%D0%B5%D0%B7%D0%BF%D0%B5%D0%BA%D1%83,Cartagena_Protocol_on_Biosafety,26/4/2023,Ukrainian
Public Health,uk,ukr,430,3,2,1,85,0,11,https://uk.wikipedia.org/wiki/%D0%94%D0%B8%D1%82%D1%8F%D1%87%D0%B0_%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%BD%D1%96%D1%81%D1%82%D1%8C,Child_mortality,20/12/2009,Ukrainian
Climate Change,uk,ukr,7179,232,31,52,9083,2,522,https://uk.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B5_%D0%BF%D0%BE%D1%82%D0%B5%D0%BF%D0%BB%D1%96%D0%BD%D0%BD%D1%8F,Climate_change,30/10/2006,Ukrainian
Climate Change,uk,ukr,280,2,6,0,32,0,16,https://uk.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BF%D1%82%D0%B0%D1%86%D1%96%D1%8F_%D0%B4%D0%BE_%D0%B3%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D1%97_%D0%B7%D0%BC%D1%96%D0%BD%D0%B8_%D0%BA%D0%BB%D1%96%D0%BC%D0%B0%D1%82%D1%83,Climate_change_adaptation,16/10/2015,Ukrainian
Climate Change,uk,ukr,1541,40,15,3,8,0,62,https://uk.wikipedia.org/wiki/%D0%A1%D1%83%D0%B4%D0%BE%D0%B2%D1%96_%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%B8_%D1%89%D0%BE%D0%B4%D0%BE_%D0%B7%D0%BC%D1%96%D0%BD%D0%B8_%D0%BA%D0%BB%D1%96%D0%BC%D0%B0%D1%82%D1%83,Climate_change_litigation,29/4/2022,Ukrainian
Climate Change,uk,ukr,463,6,14,5,19,1,157,https://uk.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%96%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D1%96%D1%8F,Climate_engineering,12/5/2015,Ukrainian
Climate Change,uk,ukr,422,5,7,7,8,0,19,https://uk.wikipedia.org/wiki/%D0%86%D0%BD%D0%B5%D1%80%D1%86%D1%96%D1%8F_%D0%BA%D0%BB%D1%96%D0%BC%D0%B0%D1%82%D1%83,Climate_inertia,5/12/2015,Ukrainian
Climate Change,uk,ukr,2488,57,19,4,10,0,65,https://uk.wikipedia.org/wiki/%D0%9A%D0%BB%D1%96%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%BD%D0%B0_%D0%B1%D0%B5%D0%B7%D0%BF%D0%B5%D0%BA%D0%B0,Climate_security,4/5/2019,Ukrainian
Public Health,uk,ukr,280,4,6,1,39,0,106,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D1%96%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0_%D0%BC%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D0%B0,Community_health,9/3/2007,Ukrainian
Public Health,uk,ukr,139,3,1,1,340,0,10,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BE%D1%80%D0%B1%D1%96%D0%B4%D0%BD%D1%96%D1%81%D1%82%D1%8C,Comorbidity,28/8/2018,Ukrainian
Biodiversity Conservation,uk,ukr,747,0,6,4,309,0,44,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BE%D0%BE%D1%85%D0%BE%D1%80%D0%BE%D0%BD%D0%BD%D0%B8%D0%B9_%D1%81%D1%82%D0%B0%D1%82%D1%83%D1%81,Conservation_status,18/2/2007,Ukrainian
Public Health,uk,ukr,909,24,16,4,19,0,59,https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%B4%D1%81%D1%82%D0%B5%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D1%96%D0%B2,Contact_tracing,4/10/2020,Ukrainian
Biodiversity Conservation,uk,ukr,367,3,10,0,52,0,161,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D0%B2%D0%B5%D0%BD%D1%86%D1%96%D1%8F_%D0%BF%D1%80%D0%BE_%D0%B1%D1%96%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%87%D0%BD%D0%B5_%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F,Convention_on_Biological_Diversity,12/10/2015,Ukrainian
Public Health,uk,ukr,180,0,3,4,58,0,38,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D0%B2%D0%B5%D0%BD%D1%86%D1%96%D1%8F_%D0%BF%D1%80%D0%BE_%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D1%82%D1%80%D0%BE%D0%BF%D0%BD%D1%96_%D1%80%D0%B5%D1%87%D0%BE%D0%B2%D0%B8%D0%BD%D0%B8,Convention_on_Psychotropic_Substances,4/9/2015,Ukrainian
Public Health,uk,ukr,26364,313,63,15,2505,6,1205,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019,COVID-19,2/2/2020,Ukrainian
Biodiversity Conservation,uk,ukr,116,1,3,1,11,0,12,https://uk.wikipedia.org/wiki/%D0%A1%D1%83%D1%87%D0%B0%D1%81%D0%BD%D0%B5_%D0%B2%D0%B8%D0%BC%D0%B8%D1%80%D0%B0%D0%BD%D0%BD%D1%8F_%D0%B0%D0%BC%D1%84%D1%96%D0%B1%D1%96%D0%B9,Decline_in_amphibian_populations,25/2/2017,Ukrainian
Biodiversity Conservation,uk,ukr,90,8,3,2,13,0,26,https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D1%84%D0%B0%D1%83%D0%BD%D0%B0%D1%86%D1%96%D1%8F,Defaunation,15/5/2022,Ukrainian
Public Health,uk,ukr,518,14,6,0,12,0,20,https://uk.wikipedia.org/wiki/%D0%A5%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B8_%D0%B1%D1%96%D0%B4%D0%BD%D0%BE%D1%81%D1%82%D1%96,Diseases_of_poverty,30/1/2024,Ukrainian
Biodiversity Conservation,uk,ukr,50,0,3,5,11,0,151,https://uk.wikipedia.org/wiki/%D0%95%D0%BA%D0%BE%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D0%B5_%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F,Ecosystem_diversity,13/2/2013,Ukrainian
Biodiversity Conservation,uk,ukr,1009,2,10,25,162,0,81,https://uk.wikipedia.org/wiki/%D0%92%D0%B8%D0%B4%D0%B8_%D0%BF%D1%96%D0%B4_%D0%B7%D0%B0%D0%B3%D1%80%D0%BE%D0%B7%D0%BE%D1%8E_%D0%B2%D0%B8%D0%BC%D0%B8%D1%80%D0%B0%D0%BD%D0%BD%D1%8F,Endangered_species,30/3/2008,Ukrainian
Biodiversity Conservation,uk,ukr,2193,42,11,11,56,0,101,https://uk.wikipedia.org/wiki/%D0%95%D0%BD%D0%B4%D0%B5%D0%BC%D1%96%D0%B7%D0%BC,Endemism,6/5/2009,Ukrainian
Biodiversity Conservation,uk,ukr,98,0,1,2,11,0,19,https://uk.wikipedia.org/wiki/%D0%95%D0%BD%D0%B7%D0%BE%D0%BE%D1%82%D1%96%D1%8F,Enzootic,2/2/2016,Ukrainian
Biodiversity Conservation,uk,ukr,126,3,1,2,11,0,16,https://uk.wikipedia.org/wiki/%D0%97%D0%B4%D0%B8%D1%87%D0%B0%D0%B2%D1%96%D0%BB%D0%B0_%D1%80%D0%BE%D1%81%D0%BB%D0%B8%D0%BD%D0%B0,Escaped_plant,3/10/2021,Ukrainian
Biodiversity Conservation,uk,ukr,335,4,8,10,385,0,118,https://uk.wikipedia.org/wiki/%D0%92%D0%B8%D0%BC%D0%B8%D1%80%D0%B0%D0%BD%D0%BD%D1%8F,Extinction,29/11/2007,Ukrainian
Climate Change,uk,ukr,260,0,5,18,11,0,338,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C_%D0%B7%D0%B0%D0%B3%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D1%97_%D1%86%D0%B8%D1%80%D0%BA%D1%83%D0%BB%D1%8F%D1%86%D1%96%D1%97,General_circulation_model,5/11/2006,Ukrainian
Biodiversity Conservation,uk,ukr,129,1,3,6,30,0,109,https://uk.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D0%B5%D1%82%D0%B8%D1%87%D0%BD%D0%B5_%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F,Genetic_diversity,24/5/2009,Ukrainian
Biodiversity Conservation,uk,ukr,572,1,37,0,17,1,431,https://uk.wikipedia.org/wiki/Global_200,Global_200,11/10/2015,Ukrainian
Biodiversity Conservation,uk,ukr,399,10,1,7,52,0,19,https://uk.wikipedia.org/wiki/Global_Biodiversity_Information_Facility,Global_Biodiversity_Information_Facility,8/1/2021,Ukrainian
Climate Change,uk,ukr,250,3,6,18,54,0,108,https://uk.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B5_%D0%BF%D0%BE%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%B0%D0%BD%D0%BD%D1%8F,Global_cooling,5/5/2013,Ukrainian
Climate Change,uk,ukr,77,0,2,4,12,0,83,https://uk.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B5_%D0%B7%D0%B0%D1%82%D0%B5%D0%BC%D0%BD%D0%B5%D0%BD%D0%BD%D1%8F,Global_dimming,9/7/2013,Ukrainian
Public Health,uk,ukr,292,5,7,196,114,0,214,https://uk.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B8%D0%B9_%D1%96%D0%BD%D0%B4%D0%B5%D0%BA%D1%81_%D0%B1%D0%B5%D0%B7%D0%BF%D0%B5%D0%BA%D0%B8_%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%27%D1%8F,Global_Health_Security_Index,4/2/2021,Ukrainian
Climate Change,uk,ukr,221,2,3,1,5,0,12,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%83%D0%B7%D0%B0_%D0%B2_%D0%B3%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%D1%83_%D0%BF%D0%BE%D1%82%D0%B5%D0%BF%D0%BB%D1%96%D0%BD%D0%BD%D1%96,Global_warming_hiatus,5/6/2015,Ukrainian
Biodiversity Conservation,uk,ukr,85,0,1,6,32,0,140,https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%B3%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%8F_%D0%BE%D1%81%D0%B5%D0%BB%D0%B8%D1%89,Habitat_fragmentation,12/4/2012,Ukrainian
Public Health,uk,ukr,5843,83,23,3,50,0,110,https://uk.wikipedia.org/wiki/%D0%97%D0%BD%D0%B8%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_%D1%88%D0%BA%D0%BE%D0%B4%D0%B8,Harm_reduction,15/11/2015,Ukrainian
Public Health,uk,ukr,2457,114,41,4,331,0,246,https://uk.wikipedia.org/wiki/%D0%9E%D1%85%D0%BE%D1%80%D0%BE%D0%BD%D0%B0_%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%27%D1%8F,Health_care,9/3/2010,Ukrainian
Public Health,uk,ukr,624,3,17,2,197,0,47,https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B8%D1%87%D0%BD%D0%B5_%D1%81%D1%82%D1%80%D0%B0%D1%85%D1%83%D0%B2%D0%B0%D0%BD%D0%BD%D1%8F,Health_insurance,16/11/2004,Ukrainian
Climate Change,uk,ukr,3769,62,12,16,27,0,85,https://uk.wikipedia.org/wiki/%D0%86%D1%81%D1%82%D0%BE%D1%80%D1%96%D1%8F_%D0%BD%D0%B0%D1%83%D0%BA%D0%B8_%D0%BF%D1%80%D0%BE_%D0%B7%D0%BC%D1%96%D0%BD%D0%B8_%D0%BA%D0%BB%D1%96%D0%BC%D0%B0%D1%82%D1%83,History_of_climate_change_science,1/12/2015,Ukrainian
Biodiversity Conservation,uk,ukr,79,1,3,1,7,0,6,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D0%B0%D1%86%D1%96%D1%8F_in_situ,In-situ_conservation,5/6/2016,Ukrainian
Public Health,uk,ukr,182,3,2,15,81,0,30,https://uk.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D0%BD%D1%96%D1%81%D1%82%D1%8C_%D0%BD%D0%B5%D0%BC%D0%BE%D0%B2%D0%BB%D1%8F%D1%82,Infant_mortality,27/11/2016,Ukrainian
Climate Change,uk,ukr,1384,2,10,7,20,0,46,https://uk.wikipedia.org/wiki/%D0%86%D0%BD%D1%84%D1%80%D0%B0%D1%87%D0%B5%D1%80%D0%B2%D0%BE%D0%BD%D0%B5_%D0%B2%D1%96%D0%BA%D0%BD%D0%BE_%D0%B2_%D0%B0%D1%82%D0%BC%D0%BE%D1%81%D1%84%D0%B5%D1%80%D1%96,Infrared_window,10/12/2014,Ukrainian
Biodiversity Conservation,uk,ukr,228,9,3,0,11,0,13,https://uk.wikipedia.org/wiki/%D0%9C%D1%96%D0%B6%D1%83%D1%80%D1%8F%D0%B4%D0%BE%D0%B2%D0%B0_%D0%BD%D0%B0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE-%D0%BF%D0%BE%D0%BB%D1%96%D1%82%D0%B8%D1%87%D0%BD%D0%B0_%D0%BF%D0%BB%D0%B0%D1%82%D1%84%D0%BE%D1%80%D0%BC%D0%B0_%D0%B7_%D0%B1%D1%96%D0%BE%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F_%D1%82%D0%B0_%D0%B5%D0%BA%D0%BE%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D0%B8%D1%85_%D0%BF%D0%BE%D1%81%D0%BB%D1%83%D0%B3,Intergovernmental_Science-Policy_Platform_on_Biodiversity_and_Ecosystem_Services,7/9/2019,Ukrainian
Biodiversity Conservation,uk,ukr,337,4,6,5,21,0,29,https://uk.wikipedia.org/wiki/%D0%9C%D1%96%D0%B6%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B8%D0%B9_%D0%B4%D0%B5%D0%BD%D1%8C_%D0%B1%D1%96%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%87%D0%BD%D0%BE%D0%B3%D0%BE_%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F,International_Day_for_Biological_Diversity,14/3/2015,Ukrainian
Biodiversity Conservation,uk,ukr,476,2,5,6,139,0,47,https://uk.wikipedia.org/wiki/%D0%9C%D1%96%D0%B6%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B8%D0%B9_%D1%81%D0%BE%D1%8E%D0%B7_%D0%BE%D1%85%D0%BE%D1%80%D0%BE%D0%BD%D0%B8_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%B8,International_Union_for_Conservation_of_Nature,16/10/2005,Ukrainian
Biodiversity Conservation,uk,ukr,857,5,8,2,607,0,77,https://uk.wikipedia.org/wiki/%D0%86%D0%BD%D0%B2%D0%B0%D0%B7%D1%96%D0%B9%D0%BD%D1%96_%D0%B2%D0%B8%D0%B4%D0%B8,Invasive_species,26/7/2011,Ukrainian
